№ строки	Название объекта ремонта	Адрес	Дата начала работ	Дата окончания работ
1154	Лифты	Народного Ополчения ул., д.22, к.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1155	Лифты	Сеславинская ул., д.24	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1156	Лифты	Можайское ш., д.17	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1157	Лифты	Можайское ш., д.17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1158	Лифты	Мичуринский Проспект, Олимпийская Деревня ул., д.21	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1159	Лифты	Винницкая ул., д.13	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1160	Лифты	Ленинский просп. д.123 к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1161	Лифты	Тёплый Стан ул. д.13 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1162	Лифты	Тёплый Стан ул. д.13 к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1163	Лифты	Вернадского просп., д.95, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1164	Лифты	Дубнинская ул., д.44, к.2	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1165	АУУ / УУТЭ	Керамический пр., д.57, к.1	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
1166	Лифты	Илимская ул., д.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1167	Лифты	Федора Полетаева ул., д.18	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1168	Лифты	Профсоюзная ул. д.94	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1169	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.11, стр.1	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1170	Лифты	Харитоньевский Большой пер., д.5/7	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1171	Ремонт фасадов ЦАО и исторической часть города	Старосадский пер., д.9, стр.2	2012-06-22 04:00:00.0	2012-12-31 04:00:00.0
1172	Лифты	Нагорная ул. д.17 к.4	2011-11-29 04:00:00.0	2012-12-31 04:00:00.0
1173	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.39, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1174	Лифты	Хохловский пер., д.10, стр.7	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1175	Лифты	Октябрьская ул., д.105, к.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1176	Фасады с облегченной кладкой	Энтузиастов ш., д.55	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1177	Подъемные платформы и работы по ММГН	Исаковского ул., д.29, к.3	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1178	Лифты	Винницкая ул., д.17	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1179	Лифты	Академика Виноградова ул. д.6	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1180	Лифты	Кронштадтский б-р, д.30, к.3	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1181	Лифты	Ивана Бабушкина ул. д.23 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1182	Лифты	Генерала Антонова ул. д.7 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1183	Лифты	Алтуфьевское ш., д.32	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1184	Лифты	Юрловский пр., д.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1185	Лифты	Кантемировская ул., д.31, к.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1186	Лифты	Маршала Захарова ул., д.14, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1187	Лифты	Студёный пр., д.32, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1188	Лифты	Шокальского пр., д.63, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1189	Лифты	Шокальского пр., д.67, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1190	Лифты	Тверская-Ямская 1-я ул., д.20	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1191	Капитальный ремонт	Широкая ул., д.7, к.7	2011-12-01 04:00:00.0	2012-12-31 04:00:00.0
1192	Лифты	Тверская-Ямская 4-я ул., д.26/8	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1193	Лифты	Тверская-Ямская 4-я ул., д.6/12	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1194	Ремонт фасадов ЦАО и исторической часть города	Петровский б-р, д.17/1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1195	Ремонт фасадов ЦАО и исторической часть города	Страстной б-р, д.4/3, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1196	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1197	Ремонт фасадов ЦАО и исторической часть города	Спиридоньевский пер., д.12/9	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1198	Ремонт фасадов ЦАО и исторической часть города	Палашёвский Большой пер., д.1/14, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1199	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.30/1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1200	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.11, стр.1	2012-06-29 04:00:00.0	2012-12-31 04:00:00.0
1201	Лифты	Зеленоградская ул., д.19	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1202	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.34, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1203	Ремонт фасадов ЦАО и исторической часть города	Калашный пер., д.2/10	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1204	Лифты	Севанская ул., д.25/31	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1205	Капитальный ремонт	Кавказский б-р, д.39, к.2	2012-05-17 04:00:00.0	2012-12-31 04:00:00.0
1206	Лифты	Липецкая ул., д.36/20	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1207	Лифты	Лебедянская ул., д.23	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1208	Лифты	Лебедянская ул., д.23	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1209	Ремонт фасадов ЦАО и исторической часть города	Макаренко ул., д.2/21, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1210	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.16, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1211	Адаптация квартиры	Востряковский пр., д.21, к.1	2012-07-16 04:00:00.0	2012-12-31 04:00:00.0
1212	Подъемные платформы и работы по ММГН	Востряковский пр., д.21, к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1213	Лифты	Сумской пр., д.12, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1214	Лифты	Сумской пр., д.12, к.4	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1215	Лифты	Кировоградская ул., д.6, к.1	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1216	Лифты	Дорожный 3-й пр., д.7, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1217	Лифты	Дорожный 3-й пр., д.7, к.2	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1218	Лифты	Дорожная ул., д.20, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1219	Лифты	Подольская ул., д.27, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1220	Лифты	Новочеркасский б-р, д.8	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1221	Лифты	Кировоградская ул., д.20, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1222	Лифты	Батайский пр., д.13	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1223	Лифты	Донецкая ул., д.4	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1224	Лифты	Батайский пр., д.27	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1225	Лифты	Новочеркасский б-р, д.15	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1226	Лифты	Маршала Голованова ул., д.16	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1227	Лифты	Маршала Голованова ул., д.16	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1228	Лифты	Малышева ул., д.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1229	Лифты	Новоостаповская ул., д.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1230	Лифты	Каховка ул. д.10/12 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1231	Лифты	Болотниковская ул. д.38 к.5	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1232	Лифты	Болотниковская ул. д.38 к.6	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1233	Лифты	Сивашская ул. д.4 к.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1234	Лифты	Сивашская ул. д.4 к.4	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1235	Лифты	Азовская ул. д.7 к.2	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1236	Лифты	Азовская ул. д.7 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1237	Лифты	Академика Пилюгина ул. д.14 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1238	Лифты	Академика Варги ул. д.26	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1239	Лифты	Тёплый Стан ул. д.11 к.2	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1240	Лифты	Одоевского пр. д.7 к.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1241	Лифты	Голубинская ул. д.29 к.3	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1242	Лифты	Тёплый Стан ул. д.8	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1243	Лифты	Тёплый Стан ул. д.8	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1244	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.26, стр.2	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1245	Ремонт фасадов ЦАО и исторической часть города	Казарменный пер., д.8, стр.2	2012-06-22 04:00:00.0	2012-12-31 04:00:00.0
1246	Ремонт фасадов ЦАО и исторической часть города	Маросейка ул., д.13, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1247	Лифты	Солянка ул., д.1/2, стр.1	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1248	Ремонт фасадов ЦАО и исторической часть города	Солянка ул., д.1/2, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1249	Лифты	Кронштадтский б-р, д.30, к.4	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1250	Лифты	Чусовская ул., д.6, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1251	Лифты	Первомайская Верхняя ул., д.20	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1252	Лифты	Юных Ленинцев ул., д.18, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1253	Лифты	Саратовская ул., д.1, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1254	Лифты	Хачатуряна ул., д.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1255	Подъемные платформы и работы по ММГН	Варшавское ш., д.144, к.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1256	Лифты	Карачаровский 2-й пр., д.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1257	Лифты	Новаторов ул. д.34 к.5	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1258	Лифты	Энергетическая ул., д.12, к.1	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1259	Лифты	Сущёвский Вал ул., д.14/22, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1260	Лифты	Советской Армии ул., д.17/52	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
1261	Лифты	Героев-Панфиловцев ул., д.37, к.1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1262	Лифты	Олимпийский просп., д.30	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1263	Ремонт фасадов ЦАО и исторической часть города	Трубная ул., д.29, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1264	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.6/8	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1265	Ремонт фасадов ЦАО и исторической часть города	Сергиевский Большой пер., д.18	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1266	Ремонт фасадов ЦАО и исторической часть города	Даев пер., д.22	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1267	Подъемные платформы и работы по ММГН	Красного Маяка ул., д.16б	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1268	Лифты	Чертановская ул., д.31, к.1	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1269	Лифты	Востряковский пр., д.15, к.5	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1270	Лифты	Енисейская ул., д.33	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1271	Лифты	Енисейская ул., д.33	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
1272	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.5, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1273	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.10, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1274	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.30, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1275	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.31, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1276	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.38/2, стр.2	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1277	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.43, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1278	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.45, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1279	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.29, к.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1280	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.47, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1281	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.49, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1282	Ремонт фасадов ЦАО и исторической часть города	Молчановка Б. ул., д.17, стр. 2	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1283	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д. 16, стр. 3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1284	Ремонт фасадов ЦАО и исторической часть города	Молчановка Б. ул., д. 30/1, стр. 1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1285	Ремонт фасадов ЦАО и исторической часть города	Кривоарбатский пер., д.21/20	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1286	Ремонт фасадов ЦАО и исторической часть города	Серебряный пер., д.5, стр.4	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
