0_OBJECTID;0_UIDNFTN;1_Кадастровый номер;1_Адрес;1_Площадь;0_ZPO;1_Разрешение на использование
671;25318010;77:02:0011006:35;проезд Староватутинский (г Москва, проезд Староватутинский, вл 9, стр 1);10218; ;эксплуатации здания дошкольного образовательного учреждения
672;25317383;77:02:0001011:38;ш Алтуфьевское (г Москва, ш Алтуфьевское, вл 95, корпус 1);9641; ;использования территории и эксплуатации здания дошкольного учреждения
673;25321065;77:06:0005011:23;ул Болотниковская (г Москва, ул Болотниковская, вл 27);3903; ;ЭКСПЛУАТАЦИИ ИМУЩЕСТВЕННОГО КОМПЛЕКСА ДОШКОЛЬНОГО УЧРЕЖДЕНИЯ
674;25319727;77:04:0004019:70;ул Люблинская (г. Москва, ул. Люблинская, вл. 120);8553; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
675;25319718;77:04:0004009:19;ул Кубанская (г Москва, ул Кубанская, вл 22, корпус 2);9595; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
676;25320712;77:06:0003009:78;ул Архитектора Власова (г Москва, ул Архитектора Власова, вл 19 А);10155; ;эксплуатации имущественного комплекса школы без права изменения функционального назначения
677;25316254;77:01:0001093:17;б-р Цветной (г Москва, б-р Цветной, вл 7, стр 11);3797; ;эксплуатации общеобразовательной школы
678;25302156;77:04:0004029:1002;ул Маршала Кожедуба (г. Москва, ул. Маршала Кожедуба, вл. 6, корп. 2);9500,06; ;эксплуатация здания, расположенного на земельном участке с функциональным, строительным и ландшафтным назначением, согласно утвержденному градостроительному зонированию, под детский сад. Земельный участок, предназначенный для размещения административных
679;25323024;77:09:0003008:36;ш Дмитровское (г Москва, ш Дмитровское, вл 29, корпус 2);9336; ;дальнейшей эксплуатации существующего здания детского сада №717, без перепрофилирования деятельности
680;25362064;77:02:0001010:30;ул Абрамцевская (г Москва, ул Абрамцевская, вл 14, корпус 2);9082; ;эксплуатации здания дошкольного образовательного учреждения
681;25321318;77:06:0012000:18;ул Веневская (г Москва, ул Веневская, вл 27);4500; ;эксплуатации имущественного комплекса поликлиники и архива
682;25320619;77:06:0003016:55;ул Профсоюзная (г Москва, ул Профсоюзная, вл 80 и вл 80, корпус 1, 2);13200; ;земельные участки, предназначенные для размещения административных зданий и объектов социального обеспечения (1.2.7)
683;25320981;77:06:0004004:82;ул Новочеремушкинская (г Москва, ул Новочеремушкинская, вл 56, корпус 3);4969; ;эксплуатации имущественного комплекса дирекции
684;25321947;77:07:0013006:14;пр-кт Вернадского (г Москва, пр-кт Вернадского, вл 28);4826; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОЙ ПОЛИКЛИНИКИ № 57
685;25321937;77:07:0013005:69;ул Раменки (г Москва, ул Раменки, вл 4);4648; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПРОФЕССИНАЛЬНОГО УЧИЛИЩА №174
686;25227650;77:02:0010002:32;ул Таймырская (г Москва, ул Таймырская, вл 4);16019; ;эксплуатации здания училища
687;25394961;77:10:0002005:7;мкр 9-й (г Москва, г Зеленоград, 9-й микрорайон, корпус 929А);9529; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
688;25316695;77:01:0003049:67;пр-кт Мира (г Москва, пр-кт Мира, вл 41, стр 1);1023,68; ;эксплуатации зданий историко-культурного назначения
689;25394627;77:07:0005005:5;ул Барклая (г Москва, ул Барклая, вл 15, стр 1/2);16497; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
690;25394569;77:06:0005018:2;пр-кт Балаклавский (г Москва, пр-кт Балаклавский, вл 18);5405; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
691;25187964;77:09:0001023:35;ул Нарвская (г Москва, ул Нарвская, вл 8);6250; ;ДЛЯ УЧЕБНО-ВОСПИТАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
692;25187360;77:07:0013005:93;ул Раменки (г Москва, ул Раменки, вл 13, корпус 3);9176; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА №1623
693;25187350;77:07:0015008:72;ул Шолохова (г Москва, ул Шолохова, вл 6, корп 2);9300; ;ДАЛЬНЕЙШЕЙ ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
694;25323276;77:09:0004020:98;ул Расковой (г Москва, ул Расковой, вл 16/26, стр 1);4707; ;эксплуатации больницы
695;25322930;77:09:0002024:31;ул Дегунинская (г Москва, ул Дегунинская, вл 13А);8816; ;ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА
