№ строки	Наименование перевозчика	Дата	Станция	Тип билета	Количество билетов
6093	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕЛЬЦО	Абонемент	4.0
6094	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СПАС- ДЕМЕНСК	Разовый	4.0
6095	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОЗЕЛЬСК	Разовый	2.0
6096	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МАРМЫЖИ	Разовый	10.0
6097	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АЗАРОВО	Разовый	117.0
6098	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БРЯНСК- ЛЬГОВСКИЙ	Абонемент	1.0
6099	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОРАБЛИНО	Разовый	47.0
6100	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗАЛЕГОЩЬ	Разовый	16.0
6101	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАЛУГА 2	Абонемент	1.0
6102	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАЛУГА 1	Разовый	483.0
6103	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БЕЛЕВ	Разовый	9.0
6104	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СКУРАТОВО	Разовый	22.0
6105	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КРАСНОЕ	Разовый	12.0
6106	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОЧИНОК	Разовый	15.0
6107	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОМАРИЧИ	Разовый	100.0
6108	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА ОКТ	Разовый	3229.0
6109	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КРЮКОВО	Разовый	1104.0
6110	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОВАРОВКА	Абонемент	19.0
6111	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОВАРОВКА	Разовый	146.0
6112	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОДРЕЗКОВО	Абонемент	11.0
6113	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ХИМКИ	Абонемент	163.0
6114	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СТАРАЯ ТОРОПА	Разовый	44.0
6115	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАЛЯЗИН	Разовый	18.0
6116	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РЕДКИНО	Абонемент	2.0
6117	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОДОЛЬСК	Разовый	2004.0
6118	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КУТУЗОВСКАЯ	Абонемент	86.0
6119	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА КУР	Абонемент	541.0
6120	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕРЕРВА	Разовый	221.0
6121	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛЬВОВСКАЯ	Абонемент	101.0
6122	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	УСАД	Абонемент	7.0
6123	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПАВЛ ПОСАД	Абонемент	128.0
6124	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НОВОГИРЕЕВО	Разовый	1154.0
6125	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НОВОГИРЕЕВО	Абонемент	81.0
6126	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НОГИНСК	Абонемент	59.0
6127	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КУЧИНО	Абонемент	79.0
6128	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧУХЛИНКА	Разовый	693.0
6129	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧУХЛИНКА	Абонемент	46.0
6130	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕРОВО	Разовый	917.0
6131	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧЕРУСТИ	Разовый	70.0
6132	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЛ 47 КМ	Разовый	316.0
6133	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОСИНО	Абонемент	74.0
6134	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЛ 42 КМ	Разовый	191.0
6135	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОРЕНЕВО	Разовый	268.0
6136	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЭЛЕКТРОЗАВОДСКАЯ	Разовый	1553.0
6137	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НОВАЯ	Разовый	922.0
6138	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ШИФЕРНАЯ	Абонемент	1.0
6139	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЛ 63 КМ	Абонемент	4.0
6140	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КУЗЯЕВО	Разовый	25.0
6141	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОСТРЯКОВО	Абонемент	7.0
6142	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РАСТОРГУЕВО	Разовый	559.0
6143	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЖИЛЕВО	Разовый	105.0
6144	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОЛОМЕНСКОЕ	Абонемент	41.0
6145	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БИРЮЛЕВО ПАСС	Абонемент	166.0
6146	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АВИАЦИОННАЯ	Разовый	195.0
6147	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГОЛИЦИНО	Абонемент	343.0
6148	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БАКОВКА	Абонемент	65.0
6149	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТРЕХГОРКА	Абонемент	65.0
6150	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АПРЕЛЕВКА	Абонемент	124.0
6151	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НАРА	Абонемент	71.0
6152	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОКОШКИНО	Абонемент	95.0
6153	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МИЧУРИНЕЦ	Разовый	46.0
6154	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕРЕДЕЛКИНО	Разовый	491.0
6155	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧЕХОВСКАЯ	Разовый	60.0
6156	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КРЕКШИНО	Абонемент	8.0
6157	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МИИТОВСКАЯ	Разовый	149.0
6158	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РАССУДОВО	Абонемент	7.0
6159	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АЛАБИНО	Разовый	64.0
6160	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГРАЖДАНСКАЯ	Абонемент	4.0
6161	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РУМЯНЦЕВО	Разовый	109.0
6162	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПАВШИНО	Абонемент	238.0
6163	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОПАЛИХА	Абонемент	97.0
6164	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СНЕГИРИ	Разовый	407.0
6165	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КРАСНОГОРСКАЯ	Абонемент	75.0
6166	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ДОЛГОПРУДНАЯ	Абонемент	237.0
6167	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА САВ	Абонемент	214.0
6168	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТУРИСТ	Абонемент	22.0
6169	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТАЛДОМ САВ	Разовый	229.0
6170	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТАЛДОМ САВ	Абонемент	1.0
6171	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТАЙНИНСКАЯ	Абонемент	99.0
6172	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЯУЗА	Абонемент	10.0
6173	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СТРУНИНО	Разовый	282.0
6174	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ФРЯЗИНО ПАСС	Разовый	388.0
6175	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОРОНОК	Разовый	1075.0
6176	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОРОНОК	Абонемент	306.0
6177	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕВЕРЯНИН	Разовый	753.0
6178	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗЕЛЕНОГРАДСКАЯ	Разовый	362.0
6179	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БОЛШЕВО	Разовый	1494.0
6180	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОДЛИПКИ ДАЧН	Абонемент	258.0
6181	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПУШКИНО	Абонемент	510.0
6182	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АШУКИНСКАЯ	Разовый	342.0
6183	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СОКОЛОВСКАЯ	Абонемент	35.0
6184	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БУЖАНИНОВО	Абонемент	10.0
6185	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЩЕЛКОВО	Абонемент	116.0
6186	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОП 43 КМ	Разовый	79.0
6187	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОП 43 КМ	Абонемент	4.0
6188	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СТРОИТЕЛЬ	Разовый	259.0
6189	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АБРАМЦЕВО	Разовый	44.0
6190	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАЛИСТОВО	Абонемент	4.0
6191	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОРОЗКИ	Разовый	152.0
6192	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ДЕПО	Разовый	163.0
6193	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЯРЦЕВО	Разовый	17.0
6194	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕМЛЕВО	Разовый	17.0
6195	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОБНИНСКОЕ	Абонемент	29.0
6196	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОП 203 КМ	Разовый	45.0
6197	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛАГЕРНЫЙ	Разовый	31.0
6198	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ШИЛОВО	Разовый	64.0
6199	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАРАЧЕВ	Разовый	62.0
6200	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛУХОВИЦЫ	Абонемент	4.0
6201	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОРДЖОНИКИДЗЕГРАД	Разовый	224.0
6202	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РЯЗАНЬ	Разовый	326.0
6203	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СКОПИН	Разовый	14.0
6204	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ФЕРЗИКОВО	Разовый	33.0
6205	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РЕВЯКИНО	Разовый	37.0
6206	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛУЖКИ- ОРЛОВСКИЕ	Разовый	18.0
6207	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БРЯНСК- ЛЬГОВСКИЙ	Разовый	316.0
6208	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РЫШКОВО	Разовый	12.0
6209	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БЛОХИНО	Разовый	15.0
6210	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ИЗНОСКИ	Разовый	26.0
6211	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОРОТЫНСК	Абонемент	1.0
6212	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МАЛОАРХАНГЕЛЬСК	Разовый	26.0
6213	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗМИЕВКА	Разовый	41.0
6214	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГЛАЗУНОВКА	Разовый	35.0
6215	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РЯЖСК-1	Разовый	105.0
6216	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ФРУКТОВАЯ	Разовый	44.0
6217	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	УЗЛОВАЯ 1	Разовый	91.0
6218	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗБРОДОВО	Разовый	5.0
6219	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОЛОВО	Разовый	6.0
6220	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГУСИНО	Абонемент	1.0
6221	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТИХОНОВА ПУСТ	Абонемент	3.0
6222	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КОНАКОВО ГРЭС	Разовый	369.0
6223	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КЛИН	Разовый	1253.0
6224	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КРЮКОВО	Абонемент	290.0
6225	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НОВОПОДРЕЗКОВО	Абонемент	58.0
6226	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СТАРИЦА	Разовый	8.0
6227	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ФИРСАНОВКА	Абонемент	14.0
6228	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТОРОПЕЦ	Разовый	16.0
6229	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РИЖСКАЯ	Абонемент	2.0
6230	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КУЖЕНКИНО	Разовый	21.0
6231	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЫШНИЙ ВОЛОЧЕК	Абонемент	1.0
6232	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТЕКСТИЛЬЩИКИ	Абонемент	80.0
6233	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЕСЕННЯЯ	Разовый	411.0
6234	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЕСЕННЯЯ	Абонемент	101.0
6235	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА ТОВ КУР	Абонемент	2.0
6236	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВОРЕЧЬЕ	Разовый	244.0
6237	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЭЛЕКТРОГОРСК	Абонемент	11.0
6238	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЖЕЛЕЗНОДОРОЖНАЯ	Абонемент	384.0
6239	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	САЛТЫКОВСКАЯ	Абонемент	39.0
6240	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ХРАПУНОВО	Разовый	170.0
6241	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КАРАЧАРОВО	Абонемент	6.0
6242	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧЕРУСТИ	Абонемент	2.0
6243	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОСКРЕСЕНСК	Разовый	194.0
6244	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СОРТИРОВОЧНАЯ	Абонемент	10.0
6245	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	УХТОМСКАЯ	Разовый	680.0
6246	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЭЛЕКТРОЗАВОДСКАЯ	Абонемент	118.0
6247	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МАЛАХОВКА	Разовый	1072.0
6248	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РАМЕНСКОЕ	Абонемент	427.0
6249	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЯЛКИ	Разовый	65.0
6250	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	АВСЮНИНО	Разовый	150.0
6251	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОП 55 КМ	Разовый	34.0
6252	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЕШНЯКИ	Абонемент	23.0
6253	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВОРЕЦКАЯ	Абонемент	40.0
6254	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	УЗУНОВО	Разовый	178.0
6255	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА ПАВ	Абонемент	81.0
6256	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОСТРЯКОВО	Разовый	146.0
6257	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ФАУСТОВО	Разовый	190.0
6258	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ШАТУРА	Разовый	308.0
6259	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МИХНЕВО	Абонемент	45.0
6260	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МИХНЕВО	Разовый	473.0
6261	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	НИЖНИЕ КОТЛЫ	Абонемент	57.0
6262	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПРИВАЛОВО	Разовый	15.0
6263	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛЕНИНСКАЯ	Абонемент	12.0
6264	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БАРЫБИНО	Абонемент	58.0
6265	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕТУНЬ	Абонемент	125.0
6266	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	РАБОЧИЙ ПОС	Разовый	499.0
6267	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	БЕГОВАЯ	Абонемент	106.0
6268	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕТЕЛИНО	Разовый	106.0
6269	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕРХУШКОВО	Абонемент	53.0
6270	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗДРАВНИЦА	Абонемент	10.0
6271	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СОЛНЕЧНАЯ	Абонемент	90.0
6272	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧЕХОВСКАЯ	Абонемент	4.0
6273	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА РИЖ	Разовый	2111.0
6274	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГРАЖДАНСКАЯ	Разовый	187.0
6275	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ХОЛЩЕВИКИ	Разовый	154.0
6276	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОКРОВСКО СТРЕШ	Разовый	185.0
6277	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПАВШИНО	Разовый	1102.0
6278	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТРИКОТАЖНАЯ	Абонемент	17.0
6279	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТРИКОТАЖНАЯ	Разовый	213.0
6280	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛОБНЯ	Абонемент	303.0
6281	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	САВЕЛОВСКАЯ	Разовый	9.0
6282	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	САВЕЛОВСКАЯ	Абонемент	3.0
6283	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА 3	Разовый	151.0
6284	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Абонемент	254.0
6285	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕВЕРЯНИН	Абонемент	31.0
6286	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЩЕЛКОВО	Разовый	472.0
6287	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СОКОЛОВСКАЯ	Разовый	269.0
6288	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОНИНО	Разовый	957.0
6289	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛОСИНООСТРОВСК	Абонемент	140.0
6290	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Разовый	409.0
6291	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧКАЛОВСКАЯ	Разовый	244.0
6292	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ИВАНТЕЕВКА 2	Абонемент	204.0
6293	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕРГИЕВ ПОСАД	Абонемент	119.0
6294	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВОДНИКИ	Разовый	286.0
6295	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ШЕРЕМЕТЬЕВСКАЯ	Абонемент	23.0
6296	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЯХРОМА	Разовый	167.0
6297	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗАПРУДНАЯ	Разовый	145.0
6298	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МАЛОЯРОСЛАВЕЦ	Абонемент	10.0
6299	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	САСОВО	Разовый	218.0
6300	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ОРДЖОНИКИДЗЕГРАД	Абонемент	6.0
6301	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СЕЛЬЦО	Разовый	36.0
6302	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЧЕРЕМЕСИНОВО	Разовый	15.0
6303	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПАВЕЛЕЦ ТУЛЬСК	Разовый	68.0
6304	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МИХАЙЛОВ	Разовый	67.0
6305	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ГОВАРДОВО	Разовый	29.0
6306	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЩЕКИНО	Разовый	21.0
6307	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СТАРОЖИЛОВО	Разовый	13.0
6308	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КИМОВСК	Разовый	7.0
6309	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СУХОДРЕВ	Разовый	94.0
6310	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ДОРОШИХА	Абонемент	1.0
6311	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	МОСКВА ОКТ	Абонемент	272.0
6312	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	СХОДНЯ	Разовый	509.0
6313	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	П-РАЗУМОВСКАЯ	Разовый	965.0
6314	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	П-РАЗУМОВСКАЯ	Абонемент	89.0
6315	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Разовый	1246.0
6316	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЛАНЕРНАЯ	Разовый	80.0
6317	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Абонемент	171.0
6318	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПОВАРОВО 1	Абонемент	17.0
6319	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	УДОМЛЯ	Разовый	43.0
6320	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ТОРЖОК	Разовый	97.0
6321	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	КУВШИНОВО	Разовый	7.0
6322	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ВЫСОКОЕ	Разовый	13.0
6323	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЗЕМЦЫ	Абонемент	1.0
6324	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ПЕНО	Разовый	12.0
6325	ОАО "ЦППК"	2013-01-08T00:00:00.000+03:00	ЛИХОСЛАВЛЬ	Абонемент	5.0
