№ строки	Идентификатор	Кадастровый номер	Адрес	Площадь (кв.м)	Тип собственника	Аренда	Разрешение на использование
5162	25453688	77:05:0003005:71	б-р Черноморский    (г Москва, б-р Черноморский, вл 8)	12000.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
5163	25453033	77:04:0002007:31	ул МИХАЙЛОВА    (г Москва, ул Михайлова, вл 24, корпус 3)	9926.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
5164	25482935	77:01:0004043:7	наб Краснопресненская    (г Москва, наб Краснопресненская, вл 20, стр 1)	8740.0	Субъект РФ - город Москва	Да	эксплуатации канализационной насосной станции и благоустройство территории
5165	25225781	77:01:0001032:57	пер Сверчков    (г. Москва, Сверчков переулок, вл. 5/6, стр. 2)	930.0	Субъект РФ - город Москва	Нет	эксплуатации здания и территории под медицинские цели.
5166	25230684	77:05:0012004:25	ул Борисовские Пруды    (г Москва, ул Борисовские Пруды, вл 14, корпус 6)	9333.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ И СООРУЖЕНИЙ ДЕТСКОГО САДА
5167	25210067	77:07:0015005:145	аллея 7-я Чоботовская    (г Москва, аллея 7-я Чоботовская, вл 6)	7000.0	Субъект РФ - город Москва	Нет	ДАЛЬНЕЙШЕЙ ЭКСПЛУАТАЦИИ ЗДАНИЯ ЛЕТНЕЙ ДАЧИ ДЕТСКОГО САДА
5168	25233417	77:10:0005001:26	мкр 5-Й    (г Москва, 5-й микрорайон г Зеленограда, корпус 529)	19016.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
5169	25455235	77:07:0005005:10	ул Алябьева    (г Москва, ул Алябьева, вл 7/33)	46872.0	Субъект РФ - город Москва	Нет	эксплуатации зданий и сооружений городской клинической больницы
5170	25252628	77:01:0001076:118	пер Благовещенский    (г Москва, пер Благовещенский, вл 2/16, стр 1; пер Трехпрудный, вл 14, стр 1)	3324.0	Субъект РФ - город Москва	Да	эксплуатации зданий и территории под медицинские цели
5171	25186781	77:06:0012003:12	ул Бартеневская    (г Москва, ул Бартеневская, вл 27, корпус 1)	5055.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
5172	25232971	77:09:0002012:52	ул Лобненская    (г Москва, ул Лобненская, вл 13)	50444.0	Субъект РФ - город Москва	Нет	осуществления спортивно-оздоровительной и научно-методической деятельности
5173	25229246	77:03:0006023:47	ул Прокатная    (г. Москва, ул. Прокатная, вл. 1)	4265.0	Субъект РФ - город Москва	Нет	объекты размещения станций скорой и неотложной помощи (1.2.17)
5174	25229585	77:04:0004015:19	ул Белореченская    (г. Москва, ул. Белореченская, вл. 19, корп. 2)	9586.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ  ШКОЛЫ
5175	25275004	77:05:0001016:15	ш Загородное    (г Москва, ш Загородное, вл 18А, стр 2)	2058.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД ЛЕЧЕБНО-ДИАГНОСТИЧЕСКИЕ ЦЕЛИ
5176	25274389	77:04:0002014:35	ул ОКСКАЯ    (г Москва, ул Окская, дом 46, корпус 2)	10049.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
5177	25208504	77:01:0006023:265	ул Воронцовская    (г. Москва, ул. Воронцовская, вл. 19а, стр. 2)	1800.0	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для размещения административных и офисных зданий (1.2.7)
5178	25452151	77:03:0001007:22	проезд Погонный    (г Москва, проезд Погонный, вл 27, стр 1)	8797.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
5179	25231235	77:06:0011003:95	ул Знаменские Садки    (г Москва, ул Знаменские Садки, вл 1Г)	7800.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
5180	25231233	77:06:0009006:21	ул Рокотова    (г Москва, ул Рокотова, вл 8, корпус 4)	8733.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса начальной школы-детского сада без права изменения функционального назначения
5181	25229787	77:04:0004011:22	ул Краснодонская    (г Москва, ул Краснодонская, вл 37, корпус 4)	8693.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
5182	25232195	77:08:0001004:32	ш Куркинское    (г Москва, ш Куркинское, вл 29)	208127.0	Субъект РФ - город Москва	Нет	эксплуатации больницы
5183	25231713	77:07:0007002:18	проезд Резервный    (г Москва, проезд Резервный, вл 10)	3836.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
5184	25230418	77:05:0008004:52	ул Чертановская    (г Москва, ул Чертановская, вл 62, корпус Б)	9327.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИЕЙ
5185	25229826	77:04:0004012:20	ул Краснодарская    (г Москва, Краснодарская улица, вл 61, стр 1)	9682.0	Субъект РФ - город Москва	Нет	эксплуатации здания и прилегающей территории дошкольного учреждения
5186	25170426	77:01:0006008:6	пер 1-й Добрынинский    (г Москва, пер 1-й Добрынинский, вл 4/2)	768.0	Субъект РФ - город Москва	Нет	эксплуатации здания под учебные цели и благоустройство территориии
5187	25274824	77:04:0004024:17	б-р Перервинский    (г Москва, б-р Перервинский, вл 10, корпус 2)	7998.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
5188	25259686	77:02:0020003:9	ул Милашенкова    (г Москва, ул Милашенкова, вл 7А)	2193.0	Субъект РФ - город Москва	Нет	эксплуатации здания образовательного учреждения
5189	25229756	77:04:0004020:63	(АДРЕСНЫЕ ОРИЕНТИРЫ: 2-Й КВАРТАЛ, ВЛ. 17)	11129.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ОБРАЗОВАТЕЛЬНОГО ЛИЦЕЯ
5190	25232892	77:09:0002021:26	б-р Бескудниковский    (г Москва, б-р Бескудниковский, вл 50А)	22253.0	Субъект РФ - город Москва	Нет	эксплуатации общеобразовательной школы
